,location,size,total_sqft,bath,price,bhk,price_per_sqrt
2753,Kudlu Gate,3 BHK,1535.0,3.0,85.0,3,5537.459283387622
2754,Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,5602.605863192182
2755,Kudlu Gate,3 BHK,1564.0,2.0,92.0,3,5882.35294117647
2756,Kudlu Gate,2 BHK,1238.0,2.0,55.0,2,4442.64943457189
2757,Kudlu Gate,3 BHK,1707.0,2.0,99.745,3,5843.2923257176335
2758,Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,5602.605863192182
2759,Kudlu Gate,3 BHK,1532.0,3.0,83.0,3,5417.754569190601
2760,Kudlu Gate,2 BHK,1113.0,2.0,50.0,2,4492.36298292902
2761,Kudlu Gate,2 BHK,812.0,2.0,38.25,2,4710.591133004926
2762,Kudlu Gate,2 BHK,1336.0,2.0,86.0,2,6437.125748502994
2763,Kudlu Gate,3 BHK,1919.0,3.0,121.0,3,6305.367378843148
2764,Kudlu Gate,3 BHK,1535.0,3.0,85.0,3,5537.459283387622
2765,Kudlu Gate,3 BHK,1850.0,3.0,120.0,3,6486.486486486487
2766,Kudlu Gate,2 BHK,1164.0,2.0,75.0,2,6443.298969072165
2768,Kudlu Gate,3 BHK,1850.0,3.0,110.0,3,5945.945945945946
2769,Kumaraswami Layout,4 Bedroom,2000.0,4.0,139.0,4,6950.0
2770,Kumaraswami Layout,5 Bedroom,1270.0,4.0,128.0,5,10078.740157480315
2771,Kumaraswami Layout,2 BHK,1000.0,2.0,58.0,2,5800.0
2772,Kumaraswami Layout,2 Bedroom,800.0,1.0,90.0,2,11250.0
2773,Kumaraswami Layout,1 Bedroom,850.0,1.0,78.0,1,9176.470588235294
2774,Kumaraswami Layout,3 BHK,1310.0,2.0,85.0,3,6488.5496183206105
2775,Kumaraswami Layout,7 BHK,2040.0,4.0,123.0,7,6029.411764705882
2776,Kumaraswami Layout,3 Bedroom,1200.0,3.0,75.0,3,6250.0
2777,Kumaraswami Layout,2 BHK,1081.0,2.0,60.0,2,5550.416281221092
2779,Kundalahalli,2 BHK,735.0,2.0,57.99,2,7889.7959183673465
2780,Kundalahalli,2 BHK,1047.0,2.0,82.0,2,7831.900668576886
2783,Kundalahalli,3 BHK,1397.0,3.0,110.0,3,7874.0157480314965
2785,Kundalahalli,3 BHK,1397.0,3.0,108.0,3,7730.851825340014
2786,Kundalahalli,3 BHK,1920.0,3.0,150.0,3,7812.5
2789,Kundalahalli,2 BHK,1047.0,2.0,84.0,2,8022.9226361031515
2790,Kundalahalli,2 BHK,1047.0,2.0,83.0,2,7927.411652340019
2791,Kundalahalli,4 Bedroom,7000.0,4.0,550.0,4,7857.142857142857
2792,Kundalahalli,2 BHK,1047.0,2.0,82.62,2,7891.117478510028
2793,Kundalahalli,3 BHK,1724.0,3.0,146.0,3,8468.677494199535
2795,Kundalahalli,2 BHK,1047.0,2.0,89.0,2,8500.477554918816
2797,Kundalahalli,2 BHK,1047.0,2.0,72.0,2,6876.790830945559
2799,Kundalahalli,2 BHK,1065.0,2.0,70.0,2,6572.769953051643
2800,Kundalahalli,3 BHK,1724.0,3.0,146.0,3,8468.677494199535
2804,Kundalahalli,3 BHK,1724.0,3.0,140.0,3,8120.649651972158
2805,LB Shastri Nagar,2 BHK,1043.0,2.0,55.0,2,5273.250239693192
2806,LB Shastri Nagar,2 BHK,1184.0,2.0,69.0,2,5827.7027027027025
2807,LB Shastri Nagar,1 BHK,665.0,1.0,32.0,1,4812.0300751879695
2808,LB Shastri Nagar,3 BHK,1400.0,2.0,80.0,3,5714.285714285715
2809,LB Shastri Nagar,2 BHK,1184.0,2.0,62.0,2,5236.486486486487
2810,LB Shastri Nagar,2 BHK,1000.0,2.0,49.5,2,4950.0
2811,Laggere,2 Bedroom,1200.0,2.0,75.0,2,6250.0
2812,Laggere,1 Bedroom,620.0,2.0,48.0,1,7741.935483870968
2813,Laggere,8 Bedroom,1800.0,8.0,110.0,8,6111.111111111111
2814,Laggere,7 Bedroom,1590.0,9.0,132.0,7,8301.88679245283
2815,Lakshminarayana Pura,2 BHK,1185.0,2.0,75.0,2,6329.113924050633
2816,Lakshminarayana Pura,3 BHK,1600.0,2.0,108.0,3,6750.0
2817,Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355.932203389831
2818,Lakshminarayana Pura,2 BHK,1179.0,2.0,75.0,2,6361.323155216285
2819,Lakshminarayana Pura,2 BHK,1149.0,2.0,75.0,2,6527.415143603133
2820,Lakshminarayana Pura,2 BHK,1175.0,2.0,75.0,2,6382.978723404255
2821,Lakshminarayana Pura,2 BHK,1190.0,2.0,75.0,2,6302.5210084033615
2822,Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250.0
2823,Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250.0
2824,Lakshminarayana Pura,2 BHK,1165.0,2.0,75.0,2,6437.768240343347
2825,Lakshminarayana Pura,2 BHK,1145.0,2.0,75.0,2,6550.218340611354
2826,Lakshminarayana Pura,2 BHK,1169.0,2.0,75.0,2,6415.739948674081
2827,Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250.0
2828,Lakshminarayana Pura,2 BHK,1172.0,2.0,75.0,2,6399.317406143345
2829,Lakshminarayana Pura,2 BHK,1172.0,2.0,75.0,2,6399.317406143345
2830,Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355.932203389831
2831,Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
2832,Lakshminarayana Pura,2 BHK,1195.0,2.0,75.0,2,6276.150627615063
2833,Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
2834,Lingadheeranahalli,3 BHK,1521.0,3.0,95.0,3,6245.890861275477
2835,Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,6287.22700198544
2836,Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,6476.5300059417705
2837,Lingadheeranahalli,3 BHK,1521.0,3.0,94.99,3,6245.233399079553
2838,Lingadheeranahalli,3 BHK,1521.0,3.0,94.71,3,6226.824457593689
2839,Lingadheeranahalli,3 BHK,1893.0,3.0,130.0,3,6867.406233491812
2840,Lingadheeranahalli,3 BHK,1705.0,3.0,110.0,3,6451.612903225807
2841,Lingadheeranahalli,4 BHK,2245.0,4.0,154.0,4,6859.688195991092
2842,Lingadheeranahalli,3 BHK,1682.0,3.0,113.0,3,6718.192627824019
2843,Lingadheeranahalli,3 BHK,1682.0,3.0,114.0,3,6777.645659928657
2844,Lingadheeranahalli,3 BHK,1506.0,3.0,95.0,3,6308.100929614874
2845,Lingadheeranahalli,3 BHK,1683.0,3.0,110.0,3,6535.9477124183
2846,Lingadheeranahalli,4 BHK,2236.0,4.0,153.0,4,6842.57602862254
2847,Magadi Road,2 BHK,1116.0,2.0,50.0,2,4480.286738351255
2848,Magadi Road,2 BHK,884.0,2.0,41.1,2,4649.321266968326
2849,Magadi Road,2 BHK,1005.0,2.0,55.78,2,5550.248756218905
2850,Magadi Road,2 BHK,1000.0,2.0,46.5,2,4650.0
2851,Magadi Road,4 Bedroom,1500.0,2.0,93.0,4,6200.0
2852,Magadi Road,2 BHK,1116.0,2.0,51.89,2,4649.641577060932
2853,Magadi Road,3 BHK,1052.0,2.0,60.0,3,5703.42205323194
2854,Magadi Road,2 BHK,940.0,2.0,50.0,2,5319.148936170212
2855,Magadi Road,3 BHK,1318.0,2.0,68.0,3,5159.332321699545
2856,Magadi Road,2 BHK,884.0,2.0,48.0,2,5429.864253393665
2857,Mahadevpura,2 BHK,1150.0,2.0,52.0,2,4521.739130434783
2858,Mahadevpura,2 BHK,1260.0,2.0,57.6,2,4571.428571428572
2859,Mahadevpura,1 BHK,730.0,1.0,35.0,1,4794.520547945205
2860,Mahadevpura,3 BHK,1434.0,2.0,67.39,3,4699.442119944212
2861,Mahadevpura,2 BHK,1146.0,2.0,53.8,2,4694.5898778359515
2862,Mahadevpura,3 BHK,1620.0,2.0,76.0,3,4691.358024691358
2863,Mahadevpura,3 BHK,1400.0,2.0,65.8,3,4700.0
2864,Mahadevpura,2 BHK,1137.0,2.0,53.4,2,4696.5699208443275
2865,Mahadevpura,3 BHK,1450.0,3.0,75.0,3,5172.413793103448
2866,Mahadevpura,2 BHK,1152.0,2.0,54.0,2,4687.5
2867,Mahadevpura,2 BHK,1212.0,2.0,56.9,2,4694.7194719471945
2868,Mahadevpura,3 BHK,1505.0,3.0,78.0,3,5182.724252491695
2869,Mahadevpura,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
2870,Mahadevpura,2 BHK,1236.0,2.0,58.0,2,4692.556634304207
2871,Mahadevpura,2 BHK,1236.0,2.0,58.0,2,4692.556634304207
2872,Mahadevpura,2 BHK,1120.0,2.0,53.0,2,4732.142857142857
2873,Mahalakshmi Layout,4 Bedroom,1575.0,5.0,158.0,4,10031.746031746032
2874,Mahalakshmi Layout,4 Bedroom,1200.0,3.0,160.0,4,13333.333333333334
2875,Mahalakshmi Layout,3 BHK,1200.0,2.0,110.0,3,9166.666666666666
2876,Mallasandra,3 BHK,1665.0,3.0,95.0,3,5705.705705705705
2877,Mallasandra,3 BHK,1665.0,3.0,86.58,3,5200.0
2878,Mallasandra,2 BHK,1340.0,2.0,61.0,2,4552.238805970149
2879,Mallasandra,2 BHK,1325.0,2.0,70.0,2,5283.018867924528
2880,Mallasandra,3 BHK,1665.0,3.0,86.91,3,5219.81981981982
2881,Mallasandra,2 BHK,1325.0,2.0,70.0,2,5283.018867924528
2882,Mallasandra,2 BHK,905.0,2.0,40.0,2,4419.889502762431
2883,Mallasandra,2 BHK,1325.0,2.0,65.0,2,4905.66037735849
2884,Mallasandra,2 BHK,1325.0,2.0,73.0,2,5509.433962264151
2885,Mallasandra,2 BHK,1565.0,2.0,69.0,2,4408.945686900958
2886,Malleshpalya,2 BHK,1140.0,2.0,46.5,2,4078.9473684210525
2887,Malleshpalya,2 BHK,1052.0,2.0,50.0,2,4752.851711026616
2888,Malleshpalya,2 BHK,1065.0,2.0,50.0,2,4694.835680751174
2889,Malleshpalya,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
2890,Malleshpalya,3 BHK,1430.0,2.0,69.5,3,4860.1398601398605
2891,Malleshpalya,2 BHK,1245.0,2.0,55.0,2,4417.6706827309235
2892,Malleshpalya,2 BHK,1225.0,2.0,52.0,2,4244.897959183673
2893,Malleshwaram,4 BHK,2500.0,5.0,325.0,4,13000.0
2894,Malleshwaram,3 BHK,2475.0,4.0,332.0,3,13414.141414141413
2895,Malleshwaram,3 BHK,2475.0,4.0,320.0,3,12929.29292929293
2896,Malleshwaram,2 BHK,900.0,2.0,95.0,2,10555.555555555555
2897,Malleshwaram,2 BHK,1420.0,2.0,158.0,2,11126.760563380281
2898,Malleshwaram,3 BHK,2000.0,3.0,250.0,3,12500.0
2899,Malleshwaram,3 BHK,2215.0,3.0,275.0,3,12415.349887133183
2900,Malleshwaram,3 BHK,2475.0,4.0,300.0,3,12121.212121212122
2901,Malleshwaram,3 BHK,2345.0,2.0,293.0,3,12494.669509594883
2902,Malleshwaram,3 BHK,2215.0,4.0,310.0,3,13995.48532731377
2903,Malleshwaram,1 BHK,480.0,1.0,60.0,1,12500.0
2904,Malleshwaram,3 BHK,2475.0,4.0,326.0,3,13171.717171717171
2905,Malleshwaram,3 BHK,2476.0,3.0,337.0,3,13610.662358642972
2906,Malleshwaram,3 BHK,2050.0,4.0,270.0,3,13170.731707317073
2907,Malleshwaram,1 BHK,620.0,1.0,86.8,1,14000.0
2908,Malleshwaram,2 Bedroom,600.0,1.0,68.0,2,11333.333333333334
2909,Malleshwaram,3 BHK,2475.0,4.0,337.0,3,13616.161616161617
2910,Malleshwaram,3 BHK,2215.0,3.0,275.0,3,12415.349887133183
2911,Malleshwaram,3 BHK,2200.0,3.0,275.0,3,12500.0
2912,Malleshwaram,3 BHK,2475.0,4.0,326.0,3,13171.717171717171
2913,Malleshwaram,3 BHK,2475.0,4.0,340.0,3,13737.373737373737
2914,Malleshwaram,2 BHK,1400.0,2.0,190.0,2,13571.42857142857
2915,Malleshwaram,3 BHK,2475.0,4.0,300.0,3,12121.212121212122
2916,Marathahalli,2 BHK,1200.0,2.0,60.0,2,5000.0
2917,Marathahalli,2 BHK,950.0,2.0,46.96,2,4943.1578947368425
2918,Marathahalli,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
2919,Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578.9473684210525
2920,Marathahalli,2 BHK,1019.0,2.0,49.85,2,4892.051030421982
2921,Marathahalli,2 BHK,1215.0,2.0,67.0,2,5514.40329218107
2922,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
2923,Marathahalli,2 BHK,1325.0,2.0,71.55,2,5400.0
2924,Marathahalli,2 BHK,1152.0,2.0,56.0,2,4861.111111111111
2925,Marathahalli,3 BHK,1610.0,3.0,90.0,3,5590.062111801242
2926,Marathahalli,2 BHK,1146.0,2.0,70.0,2,6108.202443280978
2927,Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
2928,Marathahalli,2 BHK,957.0,2.0,46.9,2,4900.73145245559
2929,Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632.975363234365
2930,Marathahalli,2 BHK,1071.0,2.0,52.25,2,4878.618113912232
2931,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
2932,Marathahalli,3 BHK,1900.0,3.0,123.0,3,6473.684210526316
2933,Marathahalli,2 BHK,1045.0,2.0,60.0,2,5741.626794258374
2934,Marathahalli,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
2935,Marathahalli,2 BHK,1208.0,2.0,70.0,2,5794.701986754967
2936,Marathahalli,3 BHK,1525.0,3.0,90.0,3,5901.639344262295
2937,Marathahalli,2 BHK,1350.0,2.0,86.0,2,6370.37037037037
2938,Marathahalli,2 BHK,957.0,2.0,47.0,2,4911.180773249739
2939,Marathahalli,1 BHK,607.0,1.0,35.0,1,5766.062602965404
2940,Marathahalli,2 BHK,1075.0,2.0,52.43,2,4877.209302325581
2941,Marathahalli,3 BHK,1595.0,3.0,90.0,3,5642.633228840125
2942,Marathahalli,2 BHK,1350.0,2.0,89.0,2,6592.592592592592
2943,Marathahalli,2 BHK,1020.0,2.0,57.0,2,5588.235294117647
2944,Marathahalli,2 BHK,1600.0,3.0,88.0,2,5500.0
2945,Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
2946,Marathahalli,2 BHK,1358.0,2.0,81.0,2,5964.653902798233
2947,Marathahalli,2 BHK,1205.0,2.0,75.0,2,6224.066390041494
2948,Marathahalli,3 BHK,1730.0,3.0,110.0,3,6358.381502890174
2949,Marathahalli,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
2950,Marathahalli,2 BHK,1095.0,2.0,60.0,2,5479.45205479452
2951,Marathahalli,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
2952,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
2953,Marathahalli,2 BHK,1026.0,2.0,49.95,2,4868.421052631579
2954,Marathahalli,2 BHK,881.0,2.0,48.06,2,5455.16458569807
2955,Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
2956,Marathahalli,3 BHK,1680.0,3.0,105.0,3,6250.0
2957,Marathahalli,3 BHK,1910.0,3.0,119.0,3,6230.366492146597
2958,Marathahalli,2 BHK,1602.0,2.0,104.0,2,6491.8851435705365
2959,Marathahalli,1 BHK,700.0,1.0,38.0,1,5428.571428571428
2960,Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
2961,Marathahalli,2 BHK,1065.0,2.0,55.0,2,5164.319248826291
2962,Marathahalli,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
2963,Marathahalli,3 BHK,2122.0,3.0,125.0,3,5890.66918001885
2964,Marathahalli,3 BHK,1730.0,3.0,115.0,3,6647.398843930636
2965,Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
2966,Marathahalli,3 BHK,1950.0,3.0,115.0,3,5897.4358974358975
2967,Marathahalli,2 BHK,1250.0,2.0,68.0,2,5440.0
2968,Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048.888888888889
2969,Marathahalli,2 BHK,1350.0,2.0,90.0,2,6666.666666666667
2970,Marathahalli,2 BHK,957.0,2.0,47.0,2,4911.180773249739
2971,Marathahalli,4 BHK,3800.0,4.0,235.0,4,6184.210526315789
2973,Marathahalli,2 BHK,1125.0,2.0,54.8,2,4871.111111111111
2974,Marathahalli,2 BHK,1270.0,2.0,73.0,2,5748.031496062992
2975,Marathahalli,2 BHK,950.0,2.0,46.7,2,4915.789473684211
2976,Marathahalli,3 BHK,1550.0,3.0,85.0,3,5483.870967741936
2977,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
2978,Marathahalli,2 BHK,1144.0,2.0,65.0,2,5681.818181818182
2979,Marathahalli,2 BHK,1135.0,2.0,60.0,2,5286.343612334802
2980,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
2982,Marathahalli,2 BHK,1026.0,2.0,50.18,2,4890.83820662768
2983,Marathahalli,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
2984,Marathahalli,3 BHK,1485.0,2.0,90.0,3,6060.606060606061
2985,Marathahalli,2 BHK,1146.0,2.0,69.0,2,6020.942408376964
2986,Margondanahalli,2 Bedroom,1090.0,2.0,58.0,2,5321.100917431193
2987,Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333333
2988,Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2,5700.0
2989,Margondanahalli,2 Bedroom,600.0,2.0,35.0,2,5833.333333333333
2990,Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2,5750.0
2991,Margondanahalli,2 Bedroom,900.0,2.0,49.0,2,5444.444444444444
2992,Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263.1578947368425
2993,Margondanahalli,2 Bedroom,900.0,2.0,55.0,2,6111.111111111111
2994,Margondanahalli,2 Bedroom,1100.0,2.0,55.0,2,5000.0
2995,Margondanahalli,2 Bedroom,900.0,2.0,55.0,2,6111.111111111111
2996,Margondanahalli,2 Bedroom,1152.0,1.0,66.0,2,5729.166666666667
2997,Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
2998,Margondanahalli,2 Bedroom,1050.0,2.0,58.0,2,5523.809523809524
2999,Margondanahalli,2 Bedroom,1160.0,2.0,65.0,2,5603.448275862069
3000,Margondanahalli,2 BHK,1334.0,2.0,67.76,2,5079.460269865068
3001,Marsur,3 Bedroom,1000.0,4.0,66.0,3,6600.0
3002,Marsur,2 BHK,497.0,1.0,25.0,2,5030.181086519115
3003,Marsur,3 BHK,720.0,2.0,32.0,3,4444.444444444444
3004,Marsur,2 BHK,497.0,1.0,20.0,2,4024.1448692152917
3005,Marsur,3 BHK,715.0,2.0,29.0,3,4055.944055944056
3006,Marsur,2 BHK,497.0,1.0,20.0,2,4024.1448692152917
3007,Mico Layout,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
3008,Mico Layout,1 BHK,800.0,1.0,29.5,1,3687.5
3009,Mico Layout,3 BHK,1250.0,2.0,44.0,3,3520.0
3010,Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532.934131736527
3011,Mico Layout,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
3012,Munnekollal,2 BHK,1170.0,2.0,52.0,2,4444.444444444444
3013,Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
3014,Munnekollal,3 BHK,1390.0,3.0,68.0,3,4892.086330935252
3015,Munnekollal,2 BHK,1200.0,2.0,49.5,2,4125.0
3016,Munnekollal,2 BHK,950.0,2.0,46.5,2,4894.736842105263
3018,Munnekollal,2 BHK,1210.0,2.0,75.0,2,6198.347107438017
3019,Munnekollal,3 BHK,1750.0,3.0,86.5,3,4942.857142857143
3021,Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
3022,Munnekollal,2 BHK,1170.0,2.0,59.0,2,5042.735042735043
3024,Munnekollal,2 BHK,1030.0,2.0,50.36,2,4889.320388349514
3025,Murugeshpalya,2 BHK,1296.0,2.0,81.0,2,6250.0
3026,Murugeshpalya,3 BHK,1550.0,3.0,74.0,3,4774.193548387097
3027,Murugeshpalya,3 BHK,1845.0,3.0,91.0,3,4932.249322493225
3028,Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,4062.5
3029,Murugeshpalya,3 BHK,1344.0,2.0,56.0,3,4166.666666666667
3030,Murugeshpalya,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
3031,Murugeshpalya,3 BHK,1855.0,3.0,96.0,3,5175.202156334231
3032,Murugeshpalya,2 BHK,1175.0,2.0,75.0,2,6382.978723404255
3033,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
3034,Mysore Road,3 BHK,1710.0,4.0,91.31,3,5339.766081871345
3035,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
3036,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
3037,Mysore Road,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
3038,Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277.643260694108
3039,Mysore Road,2 BHK,1060.0,2.0,62.0,2,5849.056603773585
3040,Mysore Road,2 BHK,980.0,2.0,45.47,2,4639.7959183673465
3041,Mysore Road,2 BHK,883.0,2.0,40.0,2,4530.011325028313
3042,Mysore Road,3 BHK,1525.0,3.0,96.0,3,6295.081967213115
3043,Mysore Road,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
3044,Mysore Road,2 BHK,883.0,2.0,40.95,2,4637.5990939977355
3045,Mysore Road,2 BHK,1070.0,2.0,49.65,2,4640.186915887851
3046,Mysore Road,2 BHK,883.0,2.0,50.0,2,5662.5141562853905
3047,Mysore Road,2 BHK,1155.0,2.0,51.0,2,4415.584415584415
3048,Mysore Road,2 BHK,1003.0,2.0,43.0,2,4287.138584247258
3049,Mysore Road,2 BHK,1237.0,2.0,73.0,2,5901.3742926434925
3050,Mysore Road,2 BHK,883.0,2.0,45.0,2,5096.262740656852
3051,Mysore Road,2 BHK,1170.0,2.0,65.0,2,5555.555555555556
3052,Mysore Road,2 BHK,1029.5,2.0,50.855,2,4939.776590577951
3053,Mysore Road,2 BHK,940.0,2.0,43.61,2,4639.36170212766
3054,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
3055,Mysore Road,3 BHK,1568.0,2.0,100.0,3,6377.551020408163
3056,Mysore Road,3 BHK,1560.0,2.0,83.3,3,5339.74358974359
3057,Mysore Road,2 BHK,1175.0,2.0,70.5,2,6000.0
3058,Mysore Road,3 BHK,1080.0,2.0,60.0,3,5555.555555555556
3059,Mysore Road,2 BHK,883.0,2.0,37.0,2,4190.260475651189
3060,NGR Layout,2 BHK,1020.0,2.0,45.9,2,4500.0
3061,NGR Layout,2 BHK,1105.0,2.0,49.73,2,4500.4524886877825
3062,NGR Layout,2 BHK,1022.0,2.0,45.9,2,4491.19373776908
3063,NGR Layout,2 BHK,1019.0,2.0,45.9,2,4504.41609421001
3064,NGR Layout,2 BHK,1020.0,2.0,46.0,2,4509.803921568628
3065,NGR Layout,2 BHK,1021.0,2.0,46.0,2,4505.386875612145
3066,NGR Layout,2 BHK,1021.0,2.0,45.9,2,4495.592556317336
3067,NRI Layout,3 BHK,1565.0,2.0,75.0,3,4792.332268370607
3068,NRI Layout,5 BHK,2500.0,5.0,130.0,5,5200.0
3069,NRI Layout,2 BHK,1125.0,2.0,45.56,2,4049.777777777778
3070,NRI Layout,4 Bedroom,2150.0,4.0,115.0,4,5348.837209302325
3071,NRI Layout,2 Bedroom,1250.0,2.0,75.0,2,6000.0
3072,NRI Layout,3 BHK,1789.0,3.0,75.0,3,4192.286193404137
3073,NRI Layout,2 Bedroom,2400.0,2.0,125.0,2,5208.333333333333
3074,Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
3075,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
3076,Nagarbhavi,3 Bedroom,600.0,2.0,80.0,3,13333.333333333334
3077,Nagarbhavi,3 Bedroom,600.0,3.0,83.0,3,13833.333333333334
3078,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
3079,Nagarbhavi,1 BHK,300.0,1.0,20.0,1,6666.666666666667
3080,Nagarbhavi,4 Bedroom,1250.0,3.0,175.0,4,14000.0
3081,Nagarbhavi,2 BHK,1050.0,2.0,80.0,2,7619.047619047619
3082,Nagarbhavi,3 Bedroom,800.0,3.0,95.0,3,11875.0
3083,Nagarbhavi,4 Bedroom,600.0,3.0,77.0,4,12833.333333333334
3084,Nagarbhavi,2 Bedroom,1250.0,3.0,170.0,2,13600.0
3085,Nagarbhavi,3 BHK,1400.0,2.0,135.0,3,9642.857142857143
3086,Nagarbhavi,4 Bedroom,1800.0,3.0,180.0,4,10000.0
3087,Nagarbhavi,4 Bedroom,600.0,4.0,78.0,4,13000.0
3088,Nagasandra,2 BHK,980.0,2.0,48.0,2,4897.959183673469
3089,Nagasandra,3 BHK,1470.0,2.0,110.0,3,7482.993197278912
3090,Nagasandra,4 Bedroom,1310.0,3.0,95.0,4,7251.908396946565
3091,Nagasandra,4 BHK,2400.0,4.0,145.0,4,6041.666666666667
3092,Nagasandra,4 Bedroom,7000.0,8.0,450.0,4,6428.571428571428
3093,Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
3094,Nagasandra,2 Bedroom,1500.0,2.0,91.0,2,6066.666666666667
3095,Nagavara,4 BHK,2172.65,3.0,120.0,4,5523.208984419948
3096,Nagavara,2 BHK,936.0,2.0,40.2,2,4294.871794871795
3097,Nagavara,2 BHK,1125.0,2.0,44.5,2,3955.5555555555557
3098,Nagavara,2 BHK,1315.0,2.0,70.0,2,5323.19391634981
3099,Nagavara,2 BHK,1077.0,2.0,50.0,2,4642.525533890436
3100,Nagavara,4 BHK,2496.0,4.0,125.0,4,5008.01282051282
3101,Nagavara,2 BHK,1110.0,2.0,44.95,2,4049.5495495495497
3102,Nagavara,2 BHK,1247.0,2.0,58.56,2,4696.0705693664795
3103,Nagavarapalya,2 BHK,1392.0,2.0,99.0,2,7112.068965517241
3104,Nagavarapalya,1 BHK,705.0,1.0,52.5,1,7446.808510638298
3105,Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
3106,Nagavarapalya,1 BHK,705.0,1.0,55.0,1,7801.418439716312
3107,Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
3108,Nagavarapalya,2 BHK,1260.0,2.0,85.5,2,6785.714285714285
3109,Narayanapura,3 BHK,1485.0,3.0,85.0,3,5723.905723905724
3110,Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
3111,Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
3112,Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273.504273504273
3113,Neeladri Nagar,1 BHK,674.0,1.0,21.0,1,3115.727002967359
3114,Neeladri Nagar,3 BHK,1167.0,2.0,38.0,3,3256.212510711225
3115,Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
3116,Neeladri Nagar,1 BHK,640.0,1.0,20.5,1,3203.125
3117,Neeladri Nagar,10 BHK,4000.0,12.0,160.0,10,4000.0
3118,Nehru Nagar,4 BHK,2363.0,5.0,120.0,4,5078.290308929327
3119,Nehru Nagar,4 BHK,2342.0,3.0,115.0,4,4910.333048676345
3120,Nehru Nagar,3 BHK,1374.0,3.0,72.0,3,5240.174672489083
